,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
624,2013-09-10,46.7,122.80,5362,3770
625,2013-09-11,46.66,122.77,3194,3770
626,2013-09-12,46.45,122.61,1492,3770
627,2013-09-13,46.61,122.73,5826,3770
628,2013-09-14,46.93,122.97,7684,3771
629,2013-09-15,47.01,123.03,4950,3809
630,2013-09-16,47.01,123.03,4950,3809
631,2013-09-23,49.45,124.80,13318,10363
632,2013-09-17,46.8,122.87,2266,3771
633,2013-09-18,46.73,122.82,3195,3770
634,2013-09-19,46.84,122.90,5207,3770
635,2013-09-20,47.31,123.25,9513,3809
636,2013-09-21,48.09,123.82,13077,3859
637,2013-09-22,49.21,124.63,17144,3913
638,2013-09-24,49.45,124.80,8656,8447
639,2013-09-25,49.45,124.80,5136,4927
640,2013-09-26,49.33,124.71,3683,4927
641,2013-09-27,49.21,124.63,3844,4927
642,2013-09-28,49.03,124.50,3037,4927
643,2013-09-29,48.77,124.31,2068,4927
644,2013-09-30,48.49,124.11,1906,4927
645,2013-10-01,48.27,123.95,2552,4913
646,2013-10-02,48.13,123.85,3040,4371
647,2013-10-03,48.03,123.78,3015,3871
648,2013-10-04,47.93,123.70,2857,3871
649,2013-10-05,47.79,123.60,2541,3871
650,2013-10-06,47.61,123.47,2053,3821
651,2013-10-07,47.37,123.29,1225,3821
652,2013-10-14,46.58,122.71,1383,3770
653,2013-10-08,47.2,123.17,2174,3821
654,2013-10-09,47.13,123.12,3281,3821
655,2013-10-10,47.12,123.11,3914,3821
656,2013-10-11,47.12,123.11,4072,3821
657,2013-10-12,47.0,123.02,2649,3821
658,2013-10-13,46.81,122.88,1856,3784
659,2013-10-21,46.89,122.94,12054,3760
660,2013-10-15,46.37,122.55,1538,3770
661,2013-10-16,46.26,122.47,2743,3737
662,2013-10-17,46.14,122.38,2577,3725
663,2013-10-18,46.05,122.31,2887,3725
664,2013-10-19,46.06,122.32,4125,3725
665,2013-10-20,46.19,122.42,5518,3725
666,2013-10-22,47.28,123.23,8625,3809
667,2013-10-23,47.31,123.25,4388,3821
668,2013-10-24,47.31,123.25,4072,3821
669,2013-10-25,47.31,123.25,4072,3821
670,2013-10-26,47.3,123.24,3914,3821
671,2013-10-28,47.08,123.08,2333,3821
672,2013-10-29,46.94,122.98,2484,3809
673,2013-10-30,46.77,122.85,2004,3771
674,2013-11-01,46.37,122.55,1847,3770
675,2013-11-02,46.15,122.39,1458,3737
676,2013-11-03,45.89,122.19,827,3725
677,2013-11-04,45.63,122,982,3725
678,2013-11-05,45.41,121.83,1314,3695
679,2013-11-06,45.19,121.66,1305,3685
680,2013-11-07,44.96,121.49,1294,3674
681,2013-11-08,44.7,121.29,809,3644
682,2013-11-09,49.45,121.10,961,3644
683,2013-11-10,44.18,120.89,682,3634
684,2013-11-11,43.9,120.67,535,3604
685,2013-11-12,43.54,120.39,686,4643
686,2013-11-13,43.31,120.21,2141,4616
687,2013-11-14,43.04,120,1697,4616
688,2013-11-15,42.83,119.83,2314,4590
689,2013-11-16,42.57,119.62,1724,4580
690,2013-11-17,42.3,119.41,1716,4573
691,2013-11-18,42.08,119.23,2129,4550
692,2013-11-19,41.93,119.11,2998,4550
693,2013-11-20,41.79,119,3143,4550
694,2013-11-21,41.61,118.85,2585,4528
695,2013-11-22,41.39,118.67,2152,4520
696,2013-11-23,41.18,118.50,2293,4519
697,2013-11-24,41.34,102.09,6533,4507
698,2013-11-25,41.98,119.15,11708,4107
699,2013-11-26,42.23,119.35,7586,4500
700,2013-11-27,42.24,119.36,4833,4500
701,2013-11-28,42.18,119.31,3963,4500
702,2013-11-29,42.08,119.23,3528,4500
703,2013-11-30,42.02,119.18,3963,4500
704,2013-12-02,41.79,119,3239,4500
705,2013-12-01,0.0,119.10,3514,4500
706,2013-12-05,41.48,118.75,3802,4470
707,2013-12-06,41.36,118.65,3235,4470
708,2013-12-07,41.24,118.55,3234,4469
709,2013-12-03,41.68,118.91,3385,4478
710,2013-12-04,41.56,118.81,3235,4470
711,2013-12-08,41.12,118.45,3228,4463
712,2013-12-09,41.01,118.36,3351,4444
713,2013-12-10,40.9,118.27,3351,4444
714,2013-12-11,40.79,118.18,3351,4444
715,2013-12-12,40.65,118.07,2968,4344
716,2013-12-13,40.49,117.94,2594,4237
717,2013-12-14,40.47,117.92,3561,3659
718,2013-12-15,40.43,117.89,3699,4214
719,2013-12-16,40.33,117.80,3145,4214
720,2013-12-17,40.21,117.70,2906,4114
721,2013-12-18,40.12,117.63,3221,4013
722,2013-12-19,40.0,117.53,2805,4013
723,2013-12-20,39.88,117.43,2773,3995
724,2013-12-21,39.87,117.42,2599,2573
725,2013-12-22,39.85,117.40,2377,2490
726,2013-12-23,39.69,117.27,2351,3988
727,2013-12-24,39.52,117.13,2212,3988
728,2013-12-25,39.29,116.93,1694,4282
729,2013-12-26,39.04,116.72,1578,4263
730,2013-12-27,38.84,116.55,1873,4016
731,2013-12-28,38.73,116.45,1984,3177
732,2013-12-29,38.67,116.40,1981,2496
733,2013-12-30,38.63,116.37,1875,1120
734,2013-12-31,38.61,116.35,1885,1994
735,2012-05-31,8.45,73.30,337,4101
736,2012-06-07,7.76,72.23,311,204
737,2012-06-01,7.94,72.75,402,2575
738,2012-06-02,7.75,72.22,399,2448
739,2012-06-03,7.75,72.22,271,204
740,2012-06-08,7.76,72.23,311,204
741,2012-06-10,7.77,72.26,271,204
742,2012-06-09,7.77,72.26,296,204
743,2012-06-04,7.76,72.23,311,204
744,2012-06-05,7.75,72.22,232,204
745,2012-06-06,7.75,72.22,271,204
746,2012-06-11,7.77,72.27,311,204
747,2012-06-15,7.79,72.32,311,204
748,2012-06-17,7.78,72.31,307,204
749,2012-06-16,7.78,72.30,265,277
750,2012-06-12,7.77,72.28,311,204
751,2012-06-13,7.78,72.30,351,204
752,2012-06-30,8.92,75.45,2275,220
753,2012-06-29,8.75,75,2208,218
754,2012-06-28,8.58,74.55,1780,218
755,2012-06-27,8.45,74.20,1758,217
756,2012-06-26,8.33,73.85,1728,217
757,2012-07-01,8.94,75.50,1309,1019
758,2012-07-02,8.66,74.75,754,3972
759,2012-07-03,8.42,74.10,1089,3810
760,2012-07-04,8.31,73.80,2723,3923
761,2012-07-05,8.94,75.50,10983,3624
762,2012-07-06,9.65,77.30,11708,3470
763,2012-07-07,10.14,78.50,9230,3439
764,2012-07-08,10.2,78.65,4189,3397
765,2012-07-11,9.85,77.80,1780,3389
766,2012-07-09,10.14,78.50,2730,3397
767,2012-07-10,9.99,78.15,1754,3393
768,2012-07-15,9.44,76.80,1981,2834
769,2012-07-14,9.52,77,1953,2834
770,2012-07-13,9.6,77.20,1718,2835
771,2012-07-12,9.71,77.45,1522,3101
772,2012-07-19,9.16,76.08,2253,2833
773,2012-07-18,9.22,76.22,2071,2833
774,2012-07-17,9.29,76.40,1980,2834
775,2012-07-16,9.37,76.60,1981,2834
776,2012-07-20,9.11,75.95,2251,2833
777,2012-07-21,9.05,75.80,2173,2833
778,2012-07-22,8.98,75.60,1952,2782
779,2012-07-23,8.92,75.44,2129,2782
780,2012-07-24,8.87,75.33,2349,2782
781,2012-07-25,8.85,75.27,2569,2782
782,2012-07-26,8.82,75.20,3079,3336
783,2012-07-28,8.78,75.09,3097,3265
784,2012-07-29,8.85,75.27,4112,3266
785,2012-07-27,8.8,75.14,3053,3266
786,2012-07-31,9.37,76.60,4115,223
787,2012-08-01,9.69,77.40,3987,224
788,2012-07-30,9.03,75.75,5440,3270
789,2012-08-03,10.18,78.60,3215,233
790,2012-08-02,9.93,78,3112,225
791,2012-08-04,10.37,79.05,2496,236
792,2012-08-05,10.5,79.35,1802,237
793,2012-08-06,10.64,79.66,1859,0
794,2012-08-07,11.32,81.20,8358,0
795,2012-08-08,13.96,86.50,30997,0
796,2012-08-09,16.42,90.80,29081,0
797,2012-08-10,18.22,93.63,21436,0
798,2012-08-11,19.98,96.20,20995,0
799,2012-08-12,21.28,98,15763,0
800,2012-08-13,22.42,99.50,13872,562
801,2012-08-14,23.7,101.12,15252,340
802,2012-08-15,24.57,102.18,10504,349
803,2012-08-16,25.1,102.82,6662,353
804,2012-08-17,25.47,103.25,5511,1168
805,2012-08-18,25.4,103.17,3905,4570
806,2012-08-19,25.23,102.97,3186,5034
807,2012-08-20,25.08,102.79,3550,5174
808,2012-08-21,24.91,102.59,3351,5168
809,2012-08-22,24.7,102.34,2860,5161
810,2012-08-23,24.39,101.97,1696,5150
811,2012-08-24,24.23,101.77,2663,4436
812,2012-08-25,24.1,101.61,3038,4433
813,2012-08-26,23.9,101.37,3023,5173
814,2012-08-27,23.9,101.37,3023,5173
815,2012-08-28,23.88,101.34,6591,5160
816,2012-08-29,24.01,101.50,6787,5161
817,2012-08-30,24.13,101.65,6700,5175
818,2012-08-31,24.73,102.37,12177,5190
819,2012-09-01,24.73,102.37,12177,5190
820,2012-09-02,26.33,104.25,13953,4938
821,2012-09-03,27.1,105.13,14086,4974
822,2012-09-04,27.89,106,14208,5005
823,2012-09-05,28.89,107.08,16740,5044
824,2012-09-06,29.85,108.10,16485,5150
825,2012-09-07,30.5,108.77,12900,5237
826,2012-09-08,30.95,109.23,10638,5265
827,2012-09-09,31.31,109.59,9570,5281
828,2012-09-10,31.62,109.90,9013,5299
829,2012-09-11,31.88,110.16,8503,5319
830,2012-09-12,32.11,110.38,8820,6078
831,2012-09-13,32.23,110.50,7901,6336
832,2012-09-14,32.33,110.60,7679,6350
833,2012-09-15,32.36,110.63,6855,6350
834,2012-09-16,32.36,110.63,6503,6351
835,2012-09-17,32.28,110.55,5912,6350
836,2012-09-18,32.23,110.50,5911,6349
837,2012-09-19,32.23,110.50,5911,6349
838,2012-09-20,32.18,110.45,5524,5961
839,2012-09-21,32.21,110.48,5837,5332
840,2012-09-22,32.14,110.41,4660,5332
841,2012-09-23,32.06,110.33,4540,5331
842,2012-09-24,31.9,110.18,3712,5327
843,2012-09-25,31.72,110,3356,5324
844,2012-09-26,31.55,109.83,3502,5307
845,2012-09-27,31.37,109.65,3378,5299
846,2012-09-28,31.27,109.55,4295,5296
847,2012-09-29,31.29,109.57,5675,5295
848,2012-09-30,31.22,109.50,5248,5903
849,2012-10-01,30.99,109.27,5587,8084
850,2012-10-02,30.78,109.05,6233,8579
851,2012-10-03,30.51,108.78,5687,8552
852,2012-10-04,30.11,108.36,5192,9728
853,2012-10-05,29.48,107.71,4893,11932
854,2012-10-06,28.63,106.80,12703,22440
855,2012-10-07,27.71,105.80,5782,16244
856,2012-10-08,27.17,105.20,6307,12395
857,2012-10-09,26.97,104.98,5522,7646
858,2012-10-10,27.08,105.10,4493,3082
859,2012-10-11,27.04,105.06,3383,3634
860,2012-10-12,26.99,105,3472,3934
861,2012-10-13,26.9,104.90,3074,3930
862,2012-10-14,26.95,104.96,4699,3928
863,2012-10-15,27.46,105.53,8812,2717
864,2012-10-16,28.01,106.13,7246,793
865,2012-10-17,28.58,106.75,7597,804
866,2012-10-18,29.02,107.22,6271,1020
867,2012-10-19,29.27,107.49,4153,1023
868,2012-10-20,29.48,107.71,3613,1031
869,2012-10-21,29.74,107.98,4164,1034
870,2012-10-22,29.96,108.21,3796,1043
871,2012-10-23,30.15,108.41,3468,1045
872,2012-10-24,30.3,108.56,2910,1048
873,2012-10-25,30.23,108.49,3050,3927
874,2012-10-26,30.07,108.32,2618,4347
875,2012-10-27,29.85,108.10,2356,4646
876,2012-10-28,29.54,107.77,1422,4888
877,2012-10-31,28.52,106.68,1446,5241
878,2012-11-01,28.42,106.58,3620,4520
879,2012-11-02,28.61,106.78,5462,3187
880,2012-11-03,28.91,107.11,6393,2700
881,2012-11-04,29.16,107.37,5696,2709
882,2012-10-29,29.21,107.42,1896,5555
883,2012-10-30,28.86,107.05,1519,5397
884,2012-11-11,28.76,106.95,2444,5246
885,2012-11-05,29.34,107.56,4932,2712
886,2012-11-06,29.49,107.72,4788,2895
887,2012-11-07,29.52,107.75,5432,4961
888,2012-11-08,29.43,107.66,4116,4961
889,2012-11-09,29.27,107.49,3050,4771
890,2012-11-10,29.02,107.22,2434,5250
891,2012-11-14,27.99,106.11,2480,5227
892,2012-11-15,27.73,105.82,2302,5218
893,2012-11-16,27.38,105.44,1388,5214
894,2012-11-17,27.03,105.05,1277,5208
895,2012-11-18,26.69,104.66,1356,5203
896,2012-11-12,28.51,106.67,2385,5238
897,2012-11-13,28.24,106.38,2274,5235
898,2012-11-19,26.33,104.25,1158,5196
899,2012-11-20,25.96,103.83,1095,5193
900,2012-11-21,25.59,103.40,1050,5186
901,2012-11-22,25.21,102.95,858,5180
902,2012-11-23,24.85,102.52,1143,5174
903,2012-11-24,24.49,102.09,1142,5173
904,2012-11-25,24.15,101.67,1314,5171
905,2012-11-26,23.85,101.30,1804,5169
906,2012-11-27,23.6,101,2458,5163
907,2012-11-28,23.36,100.70,2525,5162
908,2012-11-29,23.1,100.37,2248,5161
909,2012-11-30,22.81,100,1879,5160
910,2012-12-01,0.0,99.64,2040,5157
911,2012-12-02,22.23,99.25,1775,5152
912,2012-12-03,21.89,98.81,1369,5150
913,2012-12-04,21.57,98.38,1510,5148
914,2012-12-05,21.33,98.06,2468,5147
915,2012-12-06,21.11,97.77,2780,5146
916,2012-12-07,20.67,97.17,3494,8477
917,2012-12-08,19.49,95.50,2164,17420
918,2012-12-09,18.27,93.70,2742,19355
919,2012-12-10,17.52,92.55,2027,10601
920,2012-12-11,17.18,92.02,2149,5981
921,2012-12-12,16.89,91.56,1946,5171
922,2012-12-13,16.59,91.08,1773,5138
923,2012-12-14,16.3,90.60,1819,5103
924,2012-12-15,16.01,90.12,1803,5071
925,2012-12-16,15.73,89.65,1909,5038
926,2012-12-17,15.46,89.18,1895,5000
927,2012-12-18,15.19,88.72,1990,4974
928,2012-12-19,14.94,88.28,2123,4941
929,2012-12-20,14.7,87.85,2169,4899
930,2012-12-21,14.45,87.41,2119,4861
931,2012-12-22,14.23,87,2276,4826
932,2012-12-23,14.01,86.60,2380,4792
933,2012-12-29,12.76,84.20,2353,4626
934,2012-12-30,12.55,83.78,2235,4588
935,2012-12-31,12.32,83.30,1878,4538
936,2012-12-24,13.8,86.20,2341,4753
937,2012-12-25,13.59,85.80,2339,4716
938,2012-12-26,13.37,85.39,2272,4674
939,2012-12-27,13.17,85,2416,4697
940,2012-12-28,12.97,84.60,2391,4664
941,2010-09-30,46.18,122.41,2706,6840
942,2010-12-31,45.81,122.13,2668,6795
943,2014-06-18,7.85,72.50,574,351
944,2014-06-19,7.86,72.53,534,351
945,2014-06-20,7.87,72.57,574,351
946,2014-06-21,8.2,73.50,4203,356
947,2014-06-22,9.13,76,12085,1266
948,2014-06-23,9.97,78.10,12084,2253
949,2014-06-24,10.7,79.80,10842,2393
950,2014-06-25,11.08,80.65,6937,2480
951,2014-06-26,11.28,81.10,4953,2520
952,2014-06-27,11.35,81.25,2953,2066
953,2014-06-28,11.35,81.25,2042,1957
954,2014-06-29,11.33,81.21,1974,2103
955,2014-06-30,11.29,81.13,1758,2101
956,2014-07-01,11.26,81.05,1756,2099
957,2014-07-02,11.25,81.03,6474,2098
958,2014-07-03,11.23,81,6647,2097
959,2014-07-04,11.22,80.98,6825,2097
960,2014-07-05,11.23,81,7021,2097
961,2014-07-06,11.3,81.15,7021,2098
962,2014-07-07,11.46,81.50,7475,347
963,2014-07-08,11.57,81.73,7618,350
964,2015-01-01,43.26,120.17,1631,4419
965,2015-01-02,39.88,117.43,1819,807
966,2015-01-03,39.96,117.49,1644,632
967,2015-01-04,40.04,117.56,1802,651
968,2015-01-05,40.09,117.60,1392,657
969,2015-01-06,40.12,117.63,1253,657
970,2015-01-07,40.16,117.66,1253,657
971,2015-01-08,40.21,117.70,1392,657
972,2015-01-09,40.24,117.73,1253,657
973,2015-01-10,40.29,117.77,1392,658
974,2015-01-11,40.3,117.78,977,658
975,2015-01-12,40.07,117.59,1859,4314
976,2015-01-13,39.78,117.34,1009,4288
977,2015-01-14,39.49,117.10,1140,4288
978,2015-01-15,39.17,116.83,758,4270
979,2015-01-16,38.83,116.54,510,4263
980,2015-01-17,38.15,116.81,550,4250
981,2015-01-18,38.08,115.90,594,4737
982,2015-01-19,37.71,115.57,510,4722
983,2015-01-20,37.43,115.33,1435,4456
984,2015-01-21,37.18,115.11,1445,4201
985,2016-01-01,27.89,106,703,1965
986,2016-01-02,27.78,105.88,616,1733
987,2016-01-03,27.71,105.80,536,1236
988,2016-01-04,27.7,105.79,444,414
989,2016-01-05,27.68,105.77,339,414
990,2016-01-06,27.66,105.75,339,414
991,2016-01-07,27.51,105.58,322,1959
992,2016-01-08,27.23,105.27,375,3472
993,2016-01-09,26.99,105,789,3469
994,2016-01-10,26.73,104.71,646,3465
995,2016-01-11,26.43,104.37,507,3956
996,2016-01-12,26.15,104.05,829,3951
997,2016-01-13,25.87,103.72,792,3948
998,2016-01-14,25.56,103.36,578,4019
999,2016-01-15,25.25,103,649,4089
1000,2016-01-16,24.92,102.60,644,4385
1001,2016-01-17,24.6,102.22,824,4382
1002,2016-01-18,24.35,101.92,815,3581
1003,2016-01-19,24.08,101.59,582,3580
1004,2016-01-20,23.8,101.24,389,3576
1005,2016-01-21,23.53,100.91,622,3574
1006,2016-01-22,23.29,100.61,926,3572
1007,2016-01-23,23.3,100.62,568,366
1008,2016-01-24,23.29,100.61,384,366
1009,2016-01-25,23.3,100.62,568,366
1010,2016-01-26,23.29,100.61,384,366
1011,2016-01-27,23.28,100.59,292,366
1012,2016-01-28,23.27,100.58,384,366
1013,2017-01-01,10.55,79.47,264,254
1014,2017-01-02,10.55,79.46,269,254
1015,2017-01-03,10.55,79.45,269,254
1016,2017-01-04,10.54,79.44,269,254
1017,2017-01-05,10.54,79.44,319,254
1018,2017-01-06,10.54,79.43,269,254
1019,2017-01-07,10.54,79.43,319,254
1020,2017-01-08,10.54,79.44,369,254
1021,2017-01-09,10.54,79.44,319,254
1022,2017-01-10,10.54,79.43,269,254
1023,2017-01-11,10.54,79.43,319,254
1024,2017-01-12,10.53,79.42,269,254
1025,2017-01-13,10.53,79.42,319,254
1026,2017-01-14,10.52,79.40,218,254
1027,2017-01-15,10.52,79.38,218,254
1028,2017-01-16,10.51,79.37,269,254
1029,2017-01-17,10.5,79.35,213,254
1030,2017-01-18,10.5,79.34,264,254
1031,2017-01-19,10.49,79.32,213,254
1032,2017-01-20,10.48,79.30,213,254
1033,2017-01-21,10.48,79.29,264,254
1034,2017-01-22,10.47,79.27,213,254
1035,2017-01-23,10.46,79.25,213,254
1036,2017-01-24,10.45,79.24,264,254
1037,2017-01-25,10.45,79.22,213,254
1038,2017-01-26,10.44,79.20,213,254
1039,2017-01-27,10.43,79.19,264,254
1040,2017-01-28,10.42,79.17,213,254
1041,2017-01-29,10.42,79.15,213,254
1042,2017-01-30,10.4,79.12,163,254
1043,2017-01-31,10.39,79.10,213,254
1044,2017-02-01,10.39,79.08,213,254
1045,2017-02-02,10.38,79.06,213,253
1046,2017-02-03,10.36,79.03,162,253
1047,2017-02-04,10.35,79,162,253
1048,2018-01-01,25.55,103.35,291,3445
1049,2018-01-02,25.4,103.17,231,1887
1050,2018-01-03,25.38,103.15,264,334
1051,2018-01-04,25.36,103.13,264,334
1052,2018-01-05,25.34,103.10,165,334
1053,2018-01-06,25.32,103.08,264,334
1054,2018-01-07,25.3,103.06,264,334
1055,2018-01-08,25.28,103.03,165,334
1056,2018-01-09,25.25,103,165,334
1057,2018-01-10,25.24,102.98,261,331
1058,2018-01-11,25.22,102.96,260,329
1059,2018-01-12,25.19,102.93,163,329
1060,2018-01-13,25.18,102.91,260,329
1061,2018-01-14,24.99,102.69,208,2210
1062,2018-01-15,24.63,102.25,161,4289
1063,2018-01-16,24.26,101.81,205,4288
1064,2018-01-17,23.9,101.36,157,4286
1065,2018-01-18,23.53,100.91,172,4281
1066,2018-01-19,23.14,100.42,187,4580
1067,2018-01-20,22.76,99.94,141,4428
1068,2018-01-21,22.4,99.47,171,4273
1069,2019-01-01,36.59,114.58,581,685
1070,2019-01-02,36.56,114.56,594,685
1071,2019-01-03,36.53,114.53,465,685
1072,2019-01-04,36.5,114.50,465,685
1073,2019-01-05,36.46,114.47,450,670
1074,2019-01-06,36.43,114.44,445,665
1075,2019-01-07,36.38,114.40,315,665
1076,2018-01-22,22.04,99,170,4271
1077,2018-01-23,21.67,98.52,188,4271
1078,2018-01-24,21.36,98.10,156,3715
1079,2018-01-25,21.2,97.89,188,1893
1080,2018-01-26,21.17,97.85,160,398
1081,2018-01-27,21.14,97.81,160,398
1082,2018-01-28,21.11,97.77,160,398
1083,2018-01-29,21.08,97.73,160,398
1084,2018-01-30,21.06,97.70,245,398
1085,2018-01-31,21.04,97.67,245,398
1086,2018-02-01,21.02,97.64,245,398
1087,2018-02-02,20.99,97.60,151,398
1088,2018-02-03,20.96,97.56,151,398
1089,2018-02-04,20.93,97.52,160,398
1090,2018-02-05,20.9,97.48,160,398
1091,2018-02-06,20.75,97.27,196,1877
1092,2018-02-07,20.38,96.76,182,4357
1093,2018-02-08,20.01,96.24,156,4355
1094,2018-02-09,19.63,95.71,134,4353
1095,2018-02-10,19.26,95.18,183,4352
1096,2018-02-11,18.9,94.64,173,4347
1097,2018-02-12,18.52,94.09,127,4342
1098,2018-02-13,18.15,93.53,144,4340
1099,2018-02-14,17.79,92.97,167,4338
1100,2018-02-15,17.41,92.39,125,4336
1101,2018-02-16,17.11,91.91,169,3619
1102,2018-02-17,16.85,91.49,192,3132
1103,2018-02-18,16.55,91.01,134,3506
1104,2018-02-19,16.24,90.50,139,3626
1105,2018-02-20,16.05,90.19,179,2264
1106,2018-02-21,16.03,90.15,165,361
1107,2018-02-22,16.0,90.11,164,360
1108,2018-02-23,15.98,90.07,164,360
1109,2018-02-24,15.95,90.03,164,360
1110,2018-02-25,15.94,90,233,359
1111,2018-02-26,15.91,89.96,168,359
1112,2018-02-27,15.89,89.92,167,358
1113,2018-02-28,15.87,89.88,167,358
1114,2018-03-01,15.84,89.84,167,358
1115,2018-03-02,15.82,89.80,167,358
1116,2018-03-03,15.75,89.68,131,858
1117,2018-03-04,15.68,89.56,131,858
1118,2018-03-05,15.65,89.52,173,357
1119,2018-03-06,15.63,89.48,173,357
1120,2018-03-07,15.48,89.22,132,1810
1121,2018-03-08,15.2,88.74,140,3263
1122,2018-03-09,14.93,88.26,180,3261
1123,2018-03-10,14.61,87.69,146,3762
1124,2018-03-11,14.29,87.12,193,3760
1125,2018-03-12,13.97,86.53,186,3794
1126,2018-03-13,13.65,85.93,153,3789
1127,2018-03-14,13.34,85.32,184,3786
1128,2018-03-15,13.02,84.70,171,3781
1129,2018-03-16,12.7,84.07,163,3777
1130,2018-03-17,12.44,83.55,186,3074
1131,2018-03-18,12.19,83.03,195,3071
1132,2018-03-19,11.93,82.49,163,3068
1133,2018-03-20,11.67,81.95,173,3064
1134,2018-03-21,11.42,81.40,195,3061
1135,2018-03-22,11.16,80.84,162,3057
1136,2018-03-23,11.07,80.64,169,1134
1137,2018-03-24,11.05,80.59,154,341
1138,2018-03-25,11.03,80.54,153,340
1139,2018-03-26,11.0,80.49,153,340
1140,2018-03-27,10.98,80.44,152,339
1141,2018-03-28,10.96,80.39,152,339
1142,2018-03-29,10.94,80.34,152,339
1143,2018-03-30,10.91,80.29,150,337
1144,2018-03-31,10.89,80.24,149,336
1145,2018-04-01,10.87,80.19,149,336
1146,2018-04-02,10.85,80.14,174,335
1147,2018-04-03,10.83,80.10,224,333
1148,2018-04-04,10.81,80.05,171,332
1149,2018-04-05,10.78,80,170,331
1150,2018-04-06,10.75,79.91,138,495
1151,2018-04-07,10.69,79.79,151,659
1152,2018-04-08,10.64,79.67,150,658
1153,2018-04-09,10.5,79.34,160,1723
1154,2018-04-10,10.12,78.44,153,4491
1155,2018-04-11,9.74,77.52,156,4466
1156,2018-04-12,9.36,76.59,157,4388
1157,2018-04-13,9.06,75.81,153,3596
1158,2018-04-14,8.75,75,92,3583
1159,2018-04-15,8.48,74.28,114,3108
1160,2018-04-16,8.36,73.94,167,1530
1161,2018-04-17,8.33,73.87,155,366
1162,2018-04-18,8.32,73.82,165,293
1163,2018-04-19,8.3,73.77,168,292
1164,2018-04-20,8.28,73.71,127,292
1165,2018-04-21,8.27,73.68,251,292
1166,2018-04-22,8.25,73.63,168,292
1167,2018-04-24,8.21,73.53,168,292
1168,2018-04-25,8.19,73.48,167,291
1169,2018-04-26,8.18,73.43,167,291
1170,2018-04-27,8.16,73.38,167,291
1171,2018-04-28,8.14,73.33,167,291
1172,2018-04-29,8.09,73.20,150,605
1173,2018-04-23,8.23,73.58,168,292
1174,2018-04-30,8.04,73.04,129,707
1175,2018-05-01,7.98,72.87,104,700
1176,2018-05-02,7.92,72.70,344,935
1177,2018-05-03,7.84,72.46,115,986
1178,2018-05-04,7.76,72.24,190,981
1179,2018-05-05,7.68,72.02,185,976
1180,2018-05-06,7.61,71.80,205,971
1181,2018-05-07,7.54,71.58,202,966
1182,2018-05-08,7.46,71.36,197,961
1183,2018-05-09,7.4,71.16,269,956
1184,2018-05-10,7.33,70.95,233,952
1185,2018-05-11,7.26,70.75,284,947
1186,2018-05-12,7.19,70.53,261,998
1187,2018-05-13,7.13,70.33,330,993
1188,2018-05-14,7.06,70.13,324,987
1189,2018-05-15,6.99,69.91,244,971
1190,2018-05-16,6.93,69.71,316,955
1191,2018-05-17,6.87,69.52,343,950
1192,2018-05-18,6.83,69.37,482,945
1193,2018-05-19,6.79,69.24,550,942
1194,2018-05-20,6.76,69.14,655,939
1195,2018-05-21,6.76,69.14,1012,937
1196,2018-05-22,6.88,69.55,2491,943
1197,2018-05-23,7.04,70.05,2844,966
1198,2018-05-24,7.2,70.55,2929,989
1199,2018-05-25,7.34,71,2755,1001
1200,2018-05-26,7.54,71.60,3073,678
1201,2018-05-27,7.8,72.35,3370,348
1202,2018-05-28,8.06,73.10,3450,357
1203,2018-05-29,8.31,73.80,3270,291
1204,2018-05-30,8.53,74.40,2916,293
1205,2018-05-31,8.67,74.80,2093,295
1206,2018-06-01,8.79,75.10,1684,298
1207,2018-06-02,8.96,75.55,2361,301
1208,2018-06-03,9.09,75.90,1921,302
1209,2018-06-04,9.21,76.20,1731,303
1210,2018-06-05,9.31,76.45,1521,304
1211,2018-06-06,9.41,76.70,1521,305
1212,2018-06-07,9.52,77,1750,306
1213,2018-06-08,9.63,77.25,1564,306
1214,2018-06-09,9.73,77.50,1565,307
1215,2018-06-10,9.87,77.85,2037,308
1216,2018-06-11,10.57,79.50,8478,313
1217,2018-06-12,12.08,82.80,17883,342
1218,2018-06-13,14.01,86.60,22871,368
1219,2018-06-14,16.42,90.80,28383,394
1220,2018-06-15,18.8,94.50,28096,416
1221,2018-06-16,21.43,98.20,31037,437
1222,2018-06-17,23.4,100.75,23424,453
1223,2018-06-19,24.96,102.65,7753,376
1224,2018-06-20,25.81,103.65,6398,381
1225,2018-06-21,25.98,103.85,6494,388
1226,2018-06-22,26.55,104.50,7776,1045
1227,2018-06-23,26.99,105,8206,2961
1228,2018-06-24,27.12,105.15,5194,3464
1229,2018-06-18,24.34,101.90,11297,369
1230,2018-06-25,27.3,105.35,5715,3464
1231,2018-06-26,27.39,105.45,4178,2970
1232,2018-06-27,27.49,105.56,4286,2974
1233,2018-06-28,27.55,105.63,3995,3099
1234,2018-06-29,28.12,106.25,10168,3473
1235,2018-06-30,29.24,107.45,16604,3494
1236,2018-07-01,29.95,108.20,11958,3516
1237,2018-07-02,30.29,108.55,7603,3530
1238,2018-07-03,30.49,108.76,6039,3537
1239,2018-07-04,30.58,108.85,4490,3335
1240,2018-07-05,30.49,108.76,6039,3537
1241,2018-07-06,30.65,108.92,3642,3609
