,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
3053,2020-03-14,32.19,110.46,154,708
3054,2020-03-15,32.0,110.28,214,2181
3055,2020-03-16,31.72,110,315,3460
3056,2020-03-17,31.41,109.69,248,3652
3057,2020-03-18,31.08,109.36,197,3831
3058,2020-03-19,30.77,109.04,304,3823
3059,2020-03-20,30.44,108.71,261,3818
3060,2020-03-21,30.12,108.38,261,3807
3061,2020-03-22,29.8,108.04,143,3801
3062,2020-03-23,29.46,107.69,106,3796
3063,2020-03-24,29.13,107.34,106,3785
3064,2020-03-25,28.81,107,209,3779
3065,2020-03-26,28.49,106.65,183,3773
3066,2020-03-27,28.16,106.30,172,3762
3067,2020-03-28,27.82,105.93,115,3902
3068,2020-03-29,27.48,105.55,81,3896
3069,2020-03-30,27.17,105.20,164,3666
3070,2020-03-31,26.86,104.86,111,3475
3071,2020-04-01,26.56,104.51,90,3507
3072,2020-04-02,26.42,104.35,159,1593
3073,2020-04-03,26.37,104.30,129,444
3074,2020-04-04,26.3,104.22,44,664
3075,2020-04-05,26.23,104.14,94,714
3076,2020-04-06,26.16,104.06,94,714
3077,2020-04-07,26.09,103.98,93,710
3078,2020-04-08,26.02,103.90,103,708
3079,2020-04-09,25.96,103.83,202,708
3080,2020-04-10,25.95,103.81,698,708
3081,2020-04-11,25.94,103.80,796,707
3082,2020-04-12,25.93,103.79,796,707
3083,2020-04-13,25.89,103.75,498,707
3084,2020-04-14,25.83,103.68,201,707
3085,2020-04-15,25.77,103.61,201,707
3086,2020-04-16,25.59,103.39,288,2281
3087,2020-04-17,25.25,103,178,3856
3088,2020-04-18,24.92,102.60,169,3851
3089,2020-04-19,24.58,102.19,128,3897
3090,2020-04-20,24.22,101.76,137,4045
3091,2020-04-21,23.84,101.29,111,4352
3092,2020-04-22,23.48,100.84,135,4152
3093,2020-04-23,23.11,100.38,107,4149
3094,2020-04-24,22.75,99.92,118,4143
3095,2020-04-25,22.38,99.45,108,4137
3096,2020-04-26,22.02,98.98,109,4134
3097,2020-04-27,21.66,98.50,119,4131
3098,2020-04-28,21.3,98.02,116,4128
3099,2020-04-29,20.94,97.54,216,4126
3100,2020-04-30,20.7,97.20,158,2875
3101,2020-05-01,20.55,97,186,1698
3102,2020-05-02,20.44,96.85,640,1698
3103,2020-05-03,20.38,96.77,247,727
3104,2020-05-04,20.37,96.75,343,327
3105,2020-05-05,20.36,96.73,343,327
3106,2020-05-06,20.33,96.70,260,327
3107,2020-05-07,20.31,96.66,178,327
3108,2020-05-08,20.28,96.62,178,327
3109,2020-05-09,20.25,96.58,177,326
3110,2020-05-10,20.21,96.53,94,326
3111,2020-05-11,20.18,96.48,94,326
3112,2020-05-12,20.13,96.42,124,438
3113,2020-05-13,20.09,96.36,124,438
3114,2020-05-14,20.01,96.25,119,764
3115,2020-05-15,19.95,96.16,118,763
3116,2020-05-16,19.61,95.67,118,3917
3117,2020-05-17,19.26,95.18,139,3913
3118,2020-05-18,19.0,94.80,1057,3906
3119,2020-05-19,18.73,94.40,512,3481
3120,2020-05-20,18.46,94,511,3480
3121,2020-05-21,18.21,93.62,645,3381
3122,2020-05-22,17.98,93.26,666,3250
3123,2020-05-23,17.73,92.88,534,3247
3124,2020-05-24,17.48,92.50,581,3243
3125,2020-05-25,17.32,92.25,720,2418
3126,2020-05-26,17.29,92.19,902,1191
3127,2020-05-27,17.21,92.07,456,1190
3128,2020-05-28,17.13,91.95,463,1188
3129,2020-05-29,17.11,91.92,735,800
3130,2020-05-30,17.13,91.94,709,414
3131,2020-05-31,17.13,91.95,637,414
3132,2020-06-01,17.16,92,925,414
3133,2020-06-02,17.2,92.05,911,415
3134,2020-06-03,17.22,92.09,837,415
3135,2020-06-01,17.16,92,925,414
3136,2020-06-02,17.2,92.05,911,415
3137,2020-06-03,17.22,92.09,837,415
3138,2020-06-04,17.24,92.12,763,415
3139,2020-06-05,17.25,92.14,689,415
3140,2020-06-06,17.27,92.16,689,415
3141,2020-06-07,17.29,92.20,837,365
3142,2020-06-08,17.36,92.30,1282,366
3143,2020-06-09,17.42,92.40,1693,777
3144,2020-06-10,17.45,92.45,1571,1075
3145,2020-06-11,17.52,92.55,1943,1077
3146,2020-06-12,17.57,92.63,1799,1081
3147,2020-06-13,17.57,92.64,1282,1083
3148,2020-06-14,17.59,92.66,1357,1084
3149,2020-06-15,17.6,92.68,1358,1085
3150,2020-06-16,17.61,92.69,1284,1085
3151,2020-06-17,17.72,92.87,1877,418
3152,2020-06-18,17.94,93.20,3026,419
3153,2020-06-19,18.15,93.52,2980,421
3154,2020-06-20,18.62,94.23,6005,423
3155,2020-06-21,19.04,94.85,5406,426
3156,2020-06-22,19.26,95.18,3181,431
3157,2020-06-23,19.42,95.40,2334,435
3158,2020-06-24,19.66,95.75,3381,436
3159,2020-06-25,19.91,96.10,3404,437
3160,2020-06-26,20.08,96.35,2636,438
3161,2020-06-27,20.21,96.52,1975,438
3162,2020-06-28,20.33,96.69,1976,440
3163,2020-06-29,20.44,96.85,1894,440
3164,2020-06-30,20.55,97,1812,441
3165,2020-07-01,20.65,97.14,1765,441
3166,2020-07-02,20.84,97.40,2758,442
3167,2020-07-03,21.0,97.62,2420,443
3168,2020-07-04,21.15,97.82,2251,444
3169,2020-07-05,21.39,98.15,3391,445
3170,2020-07-06,21.85,98.75,5791,447
3171,2020-07-07,22.34,99.40,6324,449
3172,2020-07-08,23.07,100.33,8972,453
3173,2020-07-23,29.49,107.72,5438,5089
3174,2020-07-24,29.42,107.64,4340,5086
3175,2020-07-25,29.2,107.41,3197,5585
3176,2020-07-26,28.91,107.10,2798,6063
3177,2020-07-27,28.63,106.80,3029,6132
3178,2020-07-28,28.49,106.65,1615,3090
3179,2020-07-29,28.37,106.52,2320,3583
3180,2020-07-30,28.13,106.26,1420,4021
3181,2020-07-31,27.86,105.97,1589,4553
3182,2020-08-01,27.84,105.95,4580,4663
3183,2020-08-02,27.73,105.83,3604,4719
3184,2020-08-03,27.6,105.68,3287,4715
3185,2020-08-04,27.62,105.70,5056,4712
3186,2020-08-05,28.97,107.17,20488,4681
3187,2020-08-13,47.58,123.45,18027,3743
3188,2020-08-14,48.41,124.05,13518,3809
3189,2020-08-15,48.84,124.36,9080,3814
3190,2020-08-16,49.17,124.60,9404,5318
3191,2020-08-17,49.45,124.80,8758,5318
3192,2020-08-18,49.45,124.80,17501,17291
3193,2020-08-19,48.48,124.10,31005,42101
3194,2020-08-20,48.09,123.82,14940,19513
3195,2020-08-21,49.31,124.70,19649,5304
3196,2020-08-22,49.45,124.80,7127,5318
3197,2020-08-23,49.34,124.72,4219,5318
3198,2020-08-24,49.24,124.65,4381,5318
3199,2020-08-25,49.23,124.64,5450,5418
3200,2020-08-26,49.09,124.54,3996,5418
3201,2020-08-27,48.85,124.37,2865,5418
3202,2020-08-28,48.5,124.12,1573,5417
3203,2020-08-29,48.16,123.87,1600,5403
3204,2020-08-30,47.83,123.63,1752,5360
3205,2020-08-31,47.5,123.39,1739,5348
3206,2020-09-01,47.27,123.22,2792,5309
3207,2020-09-02,47.38,123.30,6778,5309
3208,2020-09-03,47.79,123.60,9024,4076
3209,2020-09-04,48.2,123.90,9062,4114
3210,2020-09-05,48.54,124.15,8369,4157
3211,2020-09-06,48.68,124.25,5995,4171
3212,2020-09-07,48.67,124.24,4219,4171
3213,2020-09-08,48.63,124.21,4519,4794
3214,2020-09-09,48.73,124.28,6758,5417
3215,2020-09-10,49.01,124.48,8857,5417
3216,2020-09-11,49.03,124.50,5950,5417
3217,2020-09-12,49.08,124.53,6113,5418
3218,2020-09-13,49.13,124.57,6274,5418
3219,2020-09-14,49.21,124.63,7511,6332
3220,2020-09-15,49.27,124.67,9936,9080
3221,2020-09-16,49.31,124.70,8709,8015
3222,2020-09-17,49.34,124.72,7061,6529
3223,2020-09-18,49.37,124.74,7063,6531
3224,2020-09-19,49.35,124.73,7497,7450
3225,2020-09-20,49.24,124.65,10035,11118
3226,2020-09-21,49.17,124.60,27426,28024
3227,2020-09-22,48.68,124.25,38278,43722
3228,2020-09-23,47.72,123.55,32078,43028
3229,2020-09-24,47.11,123.10,26564,33476
3230,2020-09-25,47.72,123.55,13139,5817
3231,2020-09-26,48.27,123.95,12386,5855
3232,2020-09-27,48.68,124.25,10935,5898
3233,2020-09-28,49.03,124.50,10159,5912
3234,2020-09-29,49.24,124.65,8545,5913
3235,2020-09-30,49.34,124.72,7253,5913
3236,2020-10-01,49.38,124.75,6607,5913
3237,2020-10-02,49.41,124.77,6493,5913
3238,2020-10-03,49.45,124.80,6655,5913
3239,2020-10-04,49.45,124.80,6170,5913
3240,2020-10-05,49.45,124.80,6170,5913
3241,2020-10-06,49.45,124.80,6170,5913
3242,2020-10-07,49.45,124.80,6220,5963
3243,2020-10-08,49.45,124.80,6370,6113
3244,2020-10-09,49.45,124.80,8112,7855
3245,2020-10-10,49.45,124.80,10875,10618
3246,2020-10-11,49.45,124.80,11796,11539
3247,2020-10-12,49.45,124.80,8741,8483
3248,2020-10-13,49.45,124.80,8640,8383
3249,2020-10-14,49.45,124.80,8615,8358
3250,2020-10-15,49.45,124.80,5826,5570
3251,2020-10-16,49.45,124.80,3063,2807
3252,2020-10-17,49.45,124.80,11352,11096
3253,2020-10-18,49.45,124.80,12273,12017
3254,2020-10-19,49.45,124.80,7668,7412
3255,2020-10-20,49.45,124.80,6747,6491
3256,2020-10-21,49.45,124.80,6797,6541
3257,2020-10-22,49.45,124.80,6847,6591
3258,2020-10-23,49.45,124.80,6797,6541
3259,2020-10-24,49.45,124.80,6747,6491
3260,2020-10-25,49.45,124.80,6747,6491
3261,2020-10-26,49.45,124.80,5826,5520
3262,2020-10-27,49.45,124.80,4905,4649
3263,2020-10-28,49.45,124.80,5512,5256
3264,2020-10-29,49.45,124.80,5796,5863
3265,2020-10-30,49.23,124.64,3857,5863
3266,2020-10-31,49.1,124.55,4665,5863
3267,2020-11-01,48.91,124.41,3857,5863
3268,2020-11-02,48.7,124.26,3647,5862
3269,2020-11-03,48.6,124.19,4939,5862
3270,2020-11-04,48.59,124.18,5908,5862
3271,2020-11-05,48.52,124.13,5262,5862
3272,2020-11-06,48.6,124.19,7038,5862
3273,2020-11-07,48.75,124.30,7846,5862
3274,2020-11-08,48.74,124.29,5908,5862
3275,2020-11-09,48.6,124.19,4454,5862
3276,2020-11-10,48.43,124.07,4131,5862
3277,2020-11-11,48.2,123.90,3341,5847
3278,2020-11-12,48.06,123.80,4427,5805
3279,2020-11-13,47.88,123.67,3953,5805
3280,2020-11-14,47.73,123.56,4269,5805
3281,2020-11-15,47.54,123.42,3782,5793
3282,2020-11-16,47.39,123.31,4218,5754
3283,2020-11-17,47.28,123.23,4693,5754
3284,2020-11-18,47.16,123.14,4534,5754
3285,2020-11-19,46.97,123,3744,5754
3286,2020-11-20,46.82,122.89,4214,5716
3287,2020-11-21,46.61,122.73,3426,5702
3288,2020-11-22,46.37,122.55,3116,5702
3289,2020-11-23,46.09,122.34,2617,5668
3290,2020-11-24,45.82,122.14,2761,5656
3291,2020-11-25,45.57,121.95,2921,5646
3292,2020-11-26,45.34,121.78,3234,5615
3293,2020-11-27,45.1,121.59,2931,5614
3294,2020-11-28,44.85,121.40,2921,5604
3295,2020-11-29,44.62,121.23,3193,5573
3296,2020-11-30,44.42,121.07,3344,5573
3297,2020-12-01,44.21,120.91,3348,5563
3298,2020-12-02,44.02,120.77,3501,5532
3299,2020-12-03,43.81,120.60,3353,5532
3300,2020-12-04,43.62,120.45,3491,5522
3301,2020-12-05,43.43,120.30,3464,5495
3302,2020-12-06,43.27,120.18,3537,5124
3303,2020-12-07,43.14,120.08,3711,5000
3304,2020-12-08,43.04,120,4007,5000
3305,2020-12-09,43.04,120,3596,3408
3306,2020-12-10,43.04,120,3596,3408
3307,2020-12-11,43.04,120,3546,3358
3308,2020-12-12,43.04,120,3496,3308
3309,2020-12-13,43.02,119.98,3197,3300
3310,2020-12-14,42.98,119.95,3026,3273
3311,2020-12-15,42.92,119.90,2530,3068
3312,2020-12-16,42.83,119.83,2416,3243
